date,store_id,product_id,category,base_price,current_price,promotion,holiday,inventory_level,days_since_restock,units_sold
2025-01-13,STORE-02,PRODUCT-002,beverages,5.99,6.1,0,0,151.0,5.0,27
2025-01-13,STORE-02,PRODUCT-003,snacks,2.99,2.96,0,0,334.0,5.0,36
2025-01-13,STORE-02,PRODUCT-004,snacks,4.49,3.64,1,0,127.0,5.0,33
2025-01-13,STORE-02,PRODUCT-005,household,8.99,9.06,0,0,116.0,5.0,21
2025-01-13,STORE-02,PRODUCT-006,household,12.99,13.03,0,0,65.0,5.0,15
2025-01-13,STORE-03,PRODUCT-001,beverages,3.49,3.46,0,0,249.0,5.0,54
2025-01-13,STORE-03,PRODUCT-002,beverages,5.99,5.9,0,0,151.0,5.0,26
2025-01-13,STORE-03,PRODUCT-003,snacks,2.99,3.03,0,0,223.0,5.0,56
2025-01-13,STORE-03,PRODUCT-004,snacks,4.49,4.44,0,0,136.0,5.0,21
2025-01-13,STORE-03,PRODUCT-005,household,8.99,9.07,0,0,82.0,5.0,22
2025-01-13,STORE-03,PRODUCT-006,household,12.99,12.84,0,0,80.0,5.0,7
2025-01-13,STORE-04,PRODUCT-001,beverages,3.49,3.51,0,0,282.0,5.0,13
2025-01-13,STORE-04,PRODUCT-002,beverages,5.99,6.05,0,0,130.0,5.0,23
2025-01-13,STORE-04,PRODUCT-003,snacks,2.99,2.94,0,0,246.0,5.0,27
2025-01-13,STORE-04,PRODUCT-004,snacks,4.49,4.45,0,0,126.0,5.0,20
2025-01-13,STORE-04,PRODUCT-005,household,8.99,9.0,0,0,91.0,5.0,13
2025-01-13,STORE-04,PRODUCT-006,household,12.99,13.22,0,0,87.0,5.0,6
2025-01-14,STORE-01,PRODUCT-001,beverages,3.49,3.56,0,0,102.0,,86
2025-01-14,STORE-01,PRODUCT-002,beverages,5.99,4.83,1,0,158.0,6.0,46
2025-01-14,STORE-01,PRODUCT-003,snacks,2.99,2.98,0,0,137.0,6.0,25
2025-01-14,STORE-01,PRODUCT-004,snacks,4.49,4.45,0,0,7.0,6.0,7
2025-01-14,STORE-01,PRODUCT-005,household,8.99,8.87,0,0,101.0,6.0,18
2025-01-14,STORE-01,PRODUCT-006,household,12.99,13.0,0,0,71.0,6.0,8
2025-01-14,STORE-02,PRODUCT-001,beverages,3.49,3.45,0,0,314.0,6.0,33
2025-01-14,STORE-02,PRODUCT-002,beverages,5.99,5.98,0,0,124.0,6.0,33
2025-01-14,STORE-02,PRODUCT-003,snacks,2.99,3.03,0,0,298.0,6.0,36
2025-01-14,STORE-02,PRODUCT-004,snacks,4.49,4.45,0,0,,6.0,21
2025-01-14,STORE-02,PRODUCT-005,household,8.99,8.89,0,0,95.0,6.0,12
2025-01-14,STORE-02,PRODUCT-006,household,12.99,10.77,1,0,50.0,6.0,17
2025-01-14,STORE-03,PRODUCT-001,beverages,3.49,3.47,0,0,195.0,6.0,43
2025-01-14,STORE-03,PRODUCT-002,beverages,5.99,5.92,0,0,125.0,6.0,21
2025-01-14,STORE-03,PRODUCT-003,snacks,2.99,3.04,0,0,167.0,6.0,34
2025-01-14,STORE-03,PRODUCT-004,snacks,4.49,4.48,0,0,115.0,6.0,23
2025-01-14,STORE-03,PRODUCT-005,household,8.99,9.0,0,0,60.0,6.0,24
2025-01-14,STORE-03,PRODUCT-006,household,12.99,13.21,0,0,73.0,6.0,3
2025-01-14,STORE-04,PRODUCT-001,beverages,3.49,3.46,0,0,269.0,6.0,17
2025-01-14,STORE-04,PRODUCT-002,beverages,5.99,6.07,0,0,107.0,6.0,31
2025-01-14,STORE-04,PRODUCT-003,snacks,2.99,3.03,0,0,219.0,6.0,13
2025-01-14,STORE-04,PRODUCT-004,snacks,4.49,4.52,0,0,106.0,6.0,13
2025-01-14,STORE-04,PRODUCT-005,household,8.99,8.87,0,0,78.0,6.0,11
2025-01-14,STORE-04,PRODUCT-006,household,12.99,13.15,0,0,81.0,6.0,9
2025-01-15,STORE-01,PRODUCT-001,beverages,3.49,3.55,0,0,504.0,0.0,75
2025-01-15,STORE-01,PRODUCT-002,beverages,5.99,5.25,1,0,312.0,0.0,50
2025-01-15,STORE-01,PRODUCT-003,snacks,2.99,2.95,0,0,432.0,0.0,36
2025-01-15,STORE-01,PRODUCT-004,snacks,4.49,4.55,0,0,252.0,0.0,10
2025-01-15,STORE-01,PRODUCT-005,household,8.99,8.93,0,0,192.0,0.0,19
2025-01-15,STORE-01,PRODUCT-006,household,12.99,13.19,0,0,,,9
2025-01-15,STORE-02,PRODUCT-001,beverages,3.49,3.55,0,0,504.0,0.0,38
2025-01-15,STORE-02,PRODUCT-002,beverages,5.99,5.92,0,0,312.0,0.0,20
2025-01-15,STORE-02,PRODUCT-003,snacks,2.99,2.97,0,0,432.0,0.0,32
2025-01-15,STORE-02,PRODUCT-004,snacks,4.49,4.47,0,0,252.0,0.0,17
2025-01-15,STORE-02,PRODUCT-005,household,8.99,7.86,1,0,192.0,0.0,27
2025-01-15,STORE-02,PRODUCT-006,household,12.99,13.02,0,0,120.0,0.0,13
2025-01-15,STORE-03,PRODUCT-001,beverages,3.49,3.04,1,0,504.0,0.0,70
2025-01-15,STORE-03,PRODUCT-002,beverages,5.99,5.95,0,0,312.0,0.0,22
2025-01-15,STORE-03,PRODUCT-003,snacks,2.99,2.34,1,0,432.0,0.0,74
2025-01-15,STORE-03,PRODUCT-004,snacks,4.49,4.41,0,0,252.0,0.0,26
2025-01-15,STORE-03,PRODUCT-005,household,8.99,9.02,0,0,192.0,0.0,33
2025-01-15,STORE-03,PRODUCT-006,household,12.99,12.92,0,0,120.0,0.0,6
2025-01-15,STORE-04,PRODUCT-001,beverages,3.49,3.53,0,0,504.0,0.0,40
2025-01-15,STORE-04,PRODUCT-002,beverages,5.99,4.34,1,0,312.0,0.0,56
2025-01-15,STORE-04,PRODUCT-003,snacks,2.99,2.98,0,0,432.0,0.0,7
2025-01-15,STORE-04,PRODUCT-004,snacks,4.49,4.45,0,0,252.0,0.0,22
2025-01-15,STORE-04,PRODUCT-005,household,8.99,9.02,0,0,192.0,0.0,12
2025-01-15,STORE-04,PRODUCT-006,household,12.99,13.13,0,0,120.0,0.0,14
2025-01-16,STORE-01,PRODUCT-001,beverages,3.49,3.43,0,0,429.0,1.0,79
2025-01-16,STORE-01,PRODUCT-002,beverages,5.99,6.01,0,0,262.0,1.0,22
2025-01-16,STORE-01,PRODUCT-003,snacks,2.99,2.97,0,0,396.0,1.0,36
2025-01-16,STORE-01,PRODUCT-004,snacks,4.49,4.58,0,0,242.0,1.0,15
2025-01-16,STORE-01,PRODUCT-005,household,8.99,8.86,0,0,173.0,1.0,20
2025-01-16,STORE-01,PRODUCT-006,household,12.99,13.13,0,0,111.0,1.0,5
2025-01-16,STORE-02,PRODUCT-001,beverages,3.49,,0,0,466.0,1.0,61
2025-01-16,STORE-02,PRODUCT-002,beverages,5.99,6.08,0,0,,1.0,24
2025-01-16,STORE-02,PRODUCT-003,snacks,2.99,3.03,0,0,400.0,1.0,48
2025-01-16,STORE-02,PRODUCT-004,snacks,4.49,4.42,0,0,235.0,1.0,26
2025-01-16,STORE-02,PRODUCT-005,household,8.99,6.77,1,0,165.0,1.0,29
2025-01-16,STORE-02,PRODUCT-006,household,12.99,13.14,0,0,107.0,1.0,8
2025-01-16,STORE-03,PRODUCT-001,beverages,3.49,3.42,0,0,434.0,1.0,37
2025-01-16,STORE-03,PRODUCT-002,beverages,5.99,5.99,0,0,290.0,1.0,28
2025-01-16,STORE-03,PRODUCT-003,snacks,2.99,2.96,0,0,358.0,1.0,32
2025-01-16,STORE-03,PRODUCT-004,snacks,4.49,4.46,0,0,226.0,1.0,12
2025-01-16,STORE-03,PRODUCT-005,household,8.99,7.74,1,0,159.0,1.0,36
2025-01-16,STORE-03,PRODUCT-006,household,12.99,13.2,0,0,114.0,1.0,4
2025-01-16,STORE-04,PRODUCT-001,beverages,3.49,3.04,1,0,,1.0,91
2025-01-16,STORE-04,PRODUCT-002,beverages,5.99,6.03,0,0,256.0,1.0,17
2025-01-16,STORE-04,PRODUCT-003,snacks,2.99,3.02,0,0,425.0,1.0,20
2025-01-16,STORE-04,PRODUCT-004,snacks,4.49,4.48,0,0,230.0,1.0,20
2025-01-16,STORE-04,PRODUCT-005,household,8.99,8.87,0,0,180.0,1.0,14
2025-01-16,STORE-04,PRODUCT-006,household,12.99,12.84,0,0,106.0,1.0,11
2025-01-17,STORE-01,PRODUCT-001,beverages,3.49,3.43,0,0,350.0,2.0,56
2025-01-17,STORE-01,PRODUCT-002,beverages,5.99,5.96,0,0,240.0,2.0,31
2025-01-17,STORE-01,PRODUCT-003,snacks,2.99,3.01,0,0,360.0,2.0,35
2025-01-17,STORE-01,PRODUCT-004,snacks,4.49,4.49,0,0,227.0,2.0,29
2025-01-17,STORE-01,PRODUCT-005,household,8.99,9.14,0,0,153.0,2.0,31
2025-01-17,STORE-01,PRODUCT-006,household,12.99,11.52,1,0,106.0,2.0,18
2025-01-17,STORE-02,PRODUCT-001,beverages,3.49,3.44,0,0,,2.0,44
2025-01-17,STORE-02,PRODUCT-002,beverages,5.99,5.89,0,0,268.0,2.0,4
2025-01-17,STORE-02,PRODUCT-003,snacks,2.99,2.99,0,0,352.0,2.0,40
2025-01-17,STORE-02,PRODUCT-004,snacks,4.49,4.44,0,0,209.0,2.0,28
2025-01-17,STORE-02,PRODUCT-005,household,8.99,8.98,0,0,136.0,2.0,16
2025-01-17,STORE-02,PRODUCT-006,household,12.99,13.05,0,0,99.0,2.0,5
2025-01-17,STORE-03,PRODUCT-001,beverages,3.49,3.44,0,0,397.0,2.0,46
2025-01-17,STORE-03,PRODUCT-002,beverages,5.99,6.08,0,0,262.0,2.0,42
2025-01-17,STORE-03,PRODUCT-003,snacks,2.99,3.04,0,0,326.0,2.0,29
2025-01-17,STORE-03,PRODUCT-004,snacks,4.49,4.57,0,0,214.0,2.0,7
2025-01-17,STORE-03,PRODUCT-005,household,8.99,9.15,0,0,123.0,2.0,16
2025-01-17,STORE-03,PRODUCT-006,household,12.99,12.93,0,0,110.0,2.0,9
2025-01-17,STORE-04,PRODUCT-001,beverages,3.49,3.45,0,0,373.0,2.0,92
2025-01-17,STORE-04,PRODUCT-002,beverages,5.99,6.04,0,0,239.0,2.0,9
2025-01-17,STORE-04,PRODUCT-003,snacks,2.99,2.99,0,0,405.0,2.0,14
2025-01-17,STORE-04,PRODUCT-004,snacks,4.49,4.48,0,0,210.0,2.0,17
2025-01-17,STORE-04,PRODUCT-005,household,8.99,9.03,0,0,166.0,2.0,10
2025-01-17,STORE-04,PRODUCT-006,household,12.99,13.24,0,0,95.0,2.0,9
2025-01-18,STORE-01,PRODUCT-001,beverages,3.49,3.54,0,0,294.0,3.0,47
2025-01-18,STORE-01,PRODUCT-002,beverages,5.99,6.1,0,0,209.0,3.0,36
2025-01-18,STORE-01,PRODUCT-003,snacks,2.99,3.02,0,0,325.0,3.0,47
2025-01-18,STORE-01,PRODUCT-004,snacks,4.49,4.4,0,0,198.0,3.0,39
2025-01-18,STORE-01,PRODUCT-005,household,8.99,8.87,0,0,122.0,3.0,27
2025-01-18,STORE-01,PRODUCT-006,household,12.99,12.99,0,0,88.0,3.0,12
2025-01-18,STORE-02,PRODUCT-001,beverages,3.49,3.55,0,0,361.0,3.0,63
2025-01-18,STORE-02,PRODUCT-002,beverages,5.99,6.07,0,0,264.0,3.0,19
2025-01-18,STORE-02,PRODUCT-003,snacks,2.99,3.04,0,0,312.0,,37
2025-01-18,STORE-02,PRODUCT-004,snacks,4.49,4.47,0,0,181.0,3.0,40
2025-01-18,STORE-02,PRODUCT-005,household,8.99,8.82,0,0,120.0,3.0,19
2025-01-18,STORE-02,PRODUCT-006,household,12.99,12.95,0,0,94.0,3.0,7
2025-01-18,STORE-03,PRODUCT-001,beverages,3.49,3.56,0,0,351.0,3.0,54
2025-01-18,STORE-03,PRODUCT-002,beverages,5.99,5.88,0,0,220.0,3.0,42
2025-01-18,STORE-03,PRODUCT-003,snacks,2.99,2.99,0,0,297.0,3.0,37
2025-01-18,STORE-03,PRODUCT-004,snacks,4.49,4.48,0,0,207.0,3.0,14
2025-01-18,STORE-03,PRODUCT-005,household,8.99,9.03,0,0,107.0,3.0,8
2025-01-18,STORE-03,PRODUCT-006,household,12.99,12.73,0,0,101.0,3.0,11
2025-01-18,STORE-04,PRODUCT-001,beverages,3.49,3.55,0,0,281.0,3.0,84
2025-01-18,STORE-04,PRODUCT-002,beverages,5.99,6.05,0,0,230.0,3.0,13
2025-01-18,STORE-04,PRODUCT-003,snacks,2.99,3.02,0,0,391.0,3.0,46
2025-01-18,STORE-04,PRODUCT-004,snacks,4.49,4.54,0,0,193.0,3.0,21
2025-01-18,STORE-04,PRODUCT-005,household,8.99,8.95,0,0,156.0,3.0,14
2025-01-18,STORE-04,PRODUCT-006,household,12.99,13.01,0,0,86.0,3.0,3
2025-01-19,STORE-01,PRODUCT-001,beverages,3.49,3.46,0,0,247.0,4.0,41
2025-01-19,STORE-01,PRODUCT-002,beverages,5.99,4.23,1,0,173.0,4.0,86
2025-01-19,STORE-01,PRODUCT-003,snacks,2.99,2.93,0,0,278.0,4.0,43
2025-01-19,STORE-01,PRODUCT-004,snacks,4.49,4.49,0,0,159.0,4.0,34
2025-01-19,STORE-01,PRODUCT-005,household,8.99,8.95,0,0,95.0,4.0,23
2025-01-19,STORE-01,PRODUCT-006,household,12.99,13.07,0,0,76.0,4.0,11
2025-01-19,STORE-02,PRODUCT-001,beverages,3.49,3.48,0,0,298.0,4.0,58
2025-01-19,STORE-02,PRODUCT-002,beverages,5.99,6.04,0,0,245.0,4.0,29
2025-01-19,STORE-02,PRODUCT-003,snacks,2.99,2.94,0,0,275.0,4.0,36
2025-01-19,STORE-02,PRODUCT-004,snacks,4.49,4.02,1,0,141.0,,50
2025-01-19,STORE-02,PRODUCT-005,household,8.99,8.9,0,0,101.0,4.0,18
2025-01-19,STORE-02,PRODUCT-006,household,12.99,13.0,0,0,87.0,4.0,3
2025-01-19,STORE-03,PRODUCT-001,beverages,3.49,3.52,0,0,297.0,4.0,68
2025-01-19,STORE-03,PRODUCT-002,beverages,5.99,6.04,0,0,178.0,4.0,32
2025-01-19,STORE-03,PRODUCT-003,snacks,2.99,2.95,0,0,260.0,4.0,28
2025-01-19,STORE-03,PRODUCT-004,snacks,4.49,4.44,0,0,193.0,4.0,28
2025-01-19,STORE-03,PRODUCT-005,household,8.99,8.96,0,0,99.0,4.0,11
2025-01-19,STORE-03,PRODUCT-006,household,12.99,12.95,0,0,90.0,4.0,9
2025-01-19,STORE-04,PRODUCT-001,beverages,3.49,3.52,0,0,197.0,4.0,54
2025-01-19,STORE-04,PRODUCT-002,beverages,5.99,5.96,0,0,217.0,4.0,31
2025-01-19,STORE-04,PRODUCT-003,snacks,2.99,2.95,0,0,,4.0,24
2025-01-19,STORE-04,PRODUCT-004,snacks,4.49,4.51,0,0,172.0,4.0,31
2025-01-19,STORE-04,PRODUCT-005,household,8.99,8.98,0,0,142.0,4.0,19
2025-01-19,STORE-04,PRODUCT-006,household,12.99,13.13,0,0,83.0,4.0,7
2025-01-20,STORE-01,PRODUCT-001,beverages,3.49,3.43,0,1,206.0,5.0,56
2025-01-20,STORE-01,PRODUCT-002,beverages,5.99,4.73,1,1,87.0,5.0,82
2025-01-20,STORE-01,PRODUCT-003,snacks,2.99,2.93,0,1,235.0,5.0,45
2025-01-20,STORE-01,PRODUCT-004,snacks,4.49,3.97,1,1,125.0,5.0,56
2025-01-20,STORE-01,PRODUCT-005,household,8.99,8.04,1,1,72.0,5.0,39
2025-01-20,STORE-01,PRODUCT-006,household,12.99,13.23,0,1,65.0,5.0,19
2025-01-20,STORE-02,PRODUCT-001,beverages,3.49,3.5,0,1,240.0,5.0,62
2025-01-20,STORE-02,PRODUCT-002,beverages,5.99,6.08,0,1,216.0,5.0,40
2025-01-20,STORE-02,PRODUCT-003,snacks,2.99,3.05,0,1,239.0,5.0,51
2025-01-20,STORE-02,PRODUCT-004,snacks,4.49,4.44,0,1,91.0,5.0,41
2025-01-20,STORE-02,PRODUCT-005,household,8.99,9.01,0,1,,,20
2025-01-20,STORE-02,PRODUCT-006,household,12.99,12.74,0,1,84.0,5.0,8
2025-01-20,STORE-03,PRODUCT-001,beverages,3.49,3.49,0,1,229.0,5.0,69
2025-01-20,STORE-03,PRODUCT-002,beverages,5.99,5.36,1,1,146.0,5.0,58
2025-01-20,STORE-03,PRODUCT-003,snacks,2.99,3.01,0,1,232.0,5.0,47
2025-01-20,STORE-03,PRODUCT-004,snacks,4.49,4.5,0,1,165.0,5.0,28
2025-01-20,STORE-03,PRODUCT-005,household,8.99,7.69,1,1,88.0,5.0,29
2025-01-20,STORE-03,PRODUCT-006,household,12.99,10.02,1,1,81.0,5.0,21
2025-01-20,STORE-04,PRODUCT-001,beverages,3.49,3.44,0,1,143.0,5.0,54
2025-01-20,STORE-04,PRODUCT-002,beverages,5.99,6.07,0,1,186.0,5.0,34
2025-01-20,STORE-04,PRODUCT-003,snacks,2.99,2.94,0,1,321.0,5.0,36
2025-01-20,STORE-04,PRODUCT-004,snacks,4.49,4.46,0,1,141.0,5.0,32
2025-01-20,STORE-04,PRODUCT-005,household,8.99,8.92,0,1,123.0,5.0,20
2025-01-20,STORE-04,PRODUCT-006,household,12.99,,0,1,76.0,5.0,12
2025-01-21,STORE-01,PRODUCT-001,beverages,3.49,3.53,0,0,,6.0,49
2025-01-21,STORE-01,PRODUCT-002,beverages,5.99,6.0,0,0,5.0,6.0,5
2025-01-21,STORE-01,PRODUCT-003,snacks,2.99,3.03,0,0,190.0,6.0,40
2025-01-21,STORE-01,PRODUCT-004,snacks,4.49,4.42,0,0,69.0,6.0,36
2025-01-21,STORE-01,PRODUCT-005,household,8.99,9.16,0,0,33.0,6.0,20
2025-01-21,STORE-01,PRODUCT-006,household,12.99,13.0,0,0,46.0,6.0,16
2025-01-21,STORE-02,PRODUCT-001,beverages,3.49,3.46,0,0,178.0,6.0,53
2025-01-21,STORE-02,PRODUCT-002,beverages,5.99,5.94,0,0,176.0,6.0,25
2025-01-21,STORE-02,PRODUCT-003,snacks,2.99,2.3,1,0,188.0,6.0,64
2025-01-21,STORE-02,PRODUCT-004,snacks,4.49,4.41,0,0,50.0,6.0,29
2025-01-21,STORE-02,PRODUCT-005,household,8.99,8.92,0,0,63.0,,16
2025-01-21,STORE-02,PRODUCT-006,household,12.99,13.22,0,0,76.0,6.0,6
2025-01-21,STORE-03,PRODUCT-001,beverages,3.49,3.44,0,0,160.0,6.0,48
2025-01-21,STORE-03,PRODUCT-002,beverages,5.99,5.9,0,0,88.0,6.0,43
2025-01-21,STORE-03,PRODUCT-003,snacks,2.99,3.02,0,0,185.0,6.0,30
2025-01-21,STORE-03,PRODUCT-004,snacks,4.49,4.53,0,0,,6.0,23
2025-01-21,STORE-03,PRODUCT-005,household,8.99,8.88,0,0,59.0,6.0,11
2025-01-21,STORE-03,PRODUCT-006,household,12.99,12.76,0,0,60.0,6.0,11
2025-01-21,STORE-04,PRODUCT-001,beverages,3.49,,0,0,89.0,6.0,28
2025-01-21,STORE-04,PRODUCT-002,beverages,5.99,4.95,1,0,152.0,6.0,42
2025-01-21,STORE-04,PRODUCT-003,snacks,2.99,2.96,0,0,285.0,6.0,35
2025-01-21,STORE-04,PRODUCT-004,snacks,4.49,4.56,0,0,109.0,6.0,29
2025-01-21,STORE-04,PRODUCT-005,household,8.99,9.09,0,0,103.0,6.0,7
2025-01-21,STORE-04,PRODUCT-006,household,12.99,12.91,0,0,64.0,6.0,8
2025-01-22,STORE-01,PRODUCT-001,beverages,3.49,3.53,0,0,504.0,0.0,61
2025-01-22,STORE-01,PRODUCT-002,beverages,5.99,6.02,0,0,312.0,0.0,46
2025-01-22,STORE-01,PRODUCT-003,snacks,2.99,2.94,0,0,432.0,0.0,31
2025-01-22,STORE-01,PRODUCT-004,snacks,4.49,4.44,0,0,252.0,0.0,36
2025-01-22,STORE-01,PRODUCT-005,household,8.99,8.92,0,0,192.0,0.0,20
2025-01-22,STORE-01,PRODUCT-006,household,12.99,13.06,0,0,120.0,0.0,13
2025-01-22,STORE-02,PRODUCT-001,beverages,3.49,3.49,0,0,504.0,0.0,38
2025-01-22,STORE-02,PRODUCT-002,beverages,5.99,6.05,0,0,312.0,,24
2025-01-22,STORE-02,PRODUCT-003,snacks,2.99,2.98,0,0,432.0,0.0,27
2025-01-22,STORE-02,PRODUCT-004,snacks,4.49,4.45,0,0,252.0,0.0,27
2025-01-22,STORE-02,PRODUCT-005,household,8.99,6.49,1,0,192.0,0.0,27
2025-01-22,STORE-02,PRODUCT-006,household,12.99,13.06,0,0,120.0,0.0,3
2025-01-22,STORE-03,PRODUCT-001,beverages,3.49,3.53,0,0,504.0,0.0,53
2025-01-22,STORE-03,PRODUCT-002,beverages,5.99,5.88,0,0,312.0,0.0,32
2025-01-22,STORE-03,PRODUCT-003,snacks,2.99,3.05,0,0,432.0,0.0,13
2025-01-22,STORE-03,PRODUCT-004,snacks,4.49,4.53,0,0,252.0,0.0,21
2025-01-22,STORE-03,PRODUCT-005,household,8.99,7.94,1,0,192.0,0.0,20
2025-01-22,STORE-03,PRODUCT-006,household,12.99,12.98,0,0,120.0,0.0,9
2025-01-22,STORE-04,PRODUCT-001,beverages,3.49,3.46,0,0,504.0,,36
2025-01-22,STORE-04,PRODUCT-002,beverages,5.99,4.25,1,0,,0.0,36
2025-01-22,STORE-04,PRODUCT-003,snacks,2.99,3.05,0,0,432.0,0.0,26
2025-01-22,STORE-04,PRODUCT-004,snacks,4.49,4.52,0,0,252.0,0.0,24
2025-01-22,STORE-04,PRODUCT-005,household,8.99,8.81,0,0,192.0,0.0,12
2025-01-22,STORE-04,PRODUCT-006,household,12.99,9.64,1,0,120.0,0.0,16
2025-01-23,STORE-01,PRODUCT-001,beverages,3.49,2.89,1,0,443.0,1.0,82
2025-01-23,STORE-01,PRODUCT-002,beverages,5.99,6.09,0,0,266.0,1.0,57
2025-01-23,STORE-01,PRODUCT-003,snacks,2.99,3.02,0,0,401.0,1.0,38
2025-01-23,STORE-01,PRODUCT-004,snacks,4.49,4.42,0,0,216.0,1.0,41
2025-01-23,STORE-01,PRODUCT-005,household,8.99,8.97,0,0,172.0,1.0,21
2025-01-23,STORE-01,PRODUCT-006,household,12.99,12.94,0,0,107.0,1.0,13
2025-01-23,STORE-02,PRODUCT-001,beverages,3.49,3.5,0,0,466.0,1.0,53
2025-01-23,STORE-02,PRODUCT-002,beverages,5.99,4.89,1,0,288.0,1.0,39
2025-01-23,STORE-02,PRODUCT-003,snacks,2.99,3.0,0,0,405.0,1.0,18
2025-01-23,STORE-02,PRODUCT-004,snacks,4.49,4.52,0,0,225.0,1.0,29
2025-01-23,STORE-02,PRODUCT-005,household,8.99,9.01,0,0,165.0,1.0,12
2025-01-23,STORE-02,PRODUCT-006,household,12.99,12.94,0,0,117.0,1.0,8
2025-01-23,STORE-03,PRODUCT-001,beverages,3.49,,0,0,451.0,1.0,58
2025-01-23,STORE-03,PRODUCT-002,beverages,5.99,5.87,0,0,280.0,1.0,34
2025-01-23,STORE-03,PRODUCT-003,snacks,2.99,2.97,0,0,419.0,1.0,32
2025-01-23,STORE-03,PRODUCT-004,snacks,4.49,4.56,0,0,231.0,1.0,20
2025-01-23,STORE-03,PRODUCT-005,household,8.99,9.09,0,0,172.0,1.0,11
2025-01-23,STORE-03,PRODUCT-006,household,12.99,13.24,0,0,111.0,1.0,8
2025-01-23,STORE-04,PRODUCT-001,beverages,3.49,3.43,0,0,,1.0,49
2025-01-23,STORE-04,PRODUCT-002,beverages,5.99,6.09,0,0,276.0,1.0,17
2025-01-23,STORE-04,PRODUCT-003,snacks,2.99,3.01,0,0,406.0,1.0,26
2025-01-23,STORE-04,PRODUCT-004,snacks,4.49,4.52,0,0,228.0,1.0,24
2025-01-23,STORE-04,PRODUCT-005,household,8.99,8.93,0,0,180.0,1.0,18
2025-01-23,STORE-04,PRODUCT-006,household,12.99,12.81,0,0,104.0,1.0,10
2025-01-24,STORE-01,PRODUCT-001,beverages,3.49,2.92,1,0,361.0,2.0,100
2025-01-24,STORE-01,PRODUCT-002,beverages,5.99,5.92,0,0,209.0,2.0,42
2025-01-24,STORE-01,PRODUCT-003,snacks,2.99,3.01,0,0,363.0,2.0,43
2025-01-24,STORE-01,PRODUCT-004,snacks,4.49,3.2,1,0,175.0,2.0,66
2025-01-24,STORE-01,PRODUCT-005,household,8.99,9.03,0,0,151.0,2.0,17
2025-01-24,STORE-01,PRODUCT-006,household,12.99,13.09,0,0,94.0,2.0,15
2025-01-24,STORE-02,PRODUCT-001,beverages,3.49,3.5,0,0,413.0,2.0,44
2025-01-24,STORE-02,PRODUCT-002,beverages,5.99,5.92,0,0,249.0,2.0,21
2025-01-24,STORE-02,PRODUCT-003,snacks,2.99,2.97,0,0,387.0,2.0,16
2025-01-24,STORE-02,PRODUCT-004,snacks,4.49,4.56,0,0,196.0,2.0,23
2025-01-24,STORE-02,PRODUCT-005,household,8.99,9.03,0,0,153.0,2.0,13
2025-01-24,STORE-02,PRODUCT-006,household,12.99,12.74,0,0,109.0,2.0,9
2025-01-24,STORE-03,PRODUCT-001,beverages,3.49,3.43,0,0,393.0,2.0,73
2025-01-24,STORE-03,PRODUCT-002,beverages,5.99,6.0,0,0,246.0,2.0,33
2025-01-24,STORE-03,PRODUCT-003,snacks,2.99,3.04,0,0,,2.0,13
2025-01-24,STORE-03,PRODUCT-004,snacks,4.49,4.41,0,0,211.0,2.0,21
2025-01-24,STORE-03,PRODUCT-005,household,8.99,9.11,0,0,,2.0,14
2025-01-24,STORE-03,PRODUCT-006,household,12.99,12.82,0,0,103.0,2.0,7
2025-01-24,STORE-04,PRODUCT-001,beverages,3.49,2.47,1,0,419.0,2.0,76
2025-01-24,STORE-04,PRODUCT-002,beverages,5.99,6.09,0,0,259.0,2.0,19
2025-01-24,STORE-04,PRODUCT-003,snacks,2.99,2.99,0,0,380.0,2.0,21
2025-01-24,STORE-04,PRODUCT-004,snacks,4.49,4.47,0,0,204.0,2.0,6
2025-01-24,STORE-04,PRODUCT-005,household,8.99,9.03,0,0,162.0,2.0,10
2025-01-24,STORE-04,PRODUCT-006,household,12.99,13.16,0,0,94.0,2.0,12
2025-01-25,STORE-01,PRODUCT-001,beverages,3.49,3.52,0,0,261.0,3.0,80
2025-01-25,STORE-01,PRODUCT-002,beverages,5.99,5.95,0,0,167.0,3.0,41
2025-01-25,STORE-01,PRODUCT-003,snacks,2.99,2.97,0,0,320.0,3.0,35
2025-01-25,STORE-01,PRODUCT-004,snacks,4.49,3.55,1,0,109.0,3.0,71
2025-01-25,STORE-01,PRODUCT-005,household,8.99,8.86,0,0,134.0,3.0,16
2025-01-25,STORE-01,PRODUCT-006,household,12.99,12.89,0,0,79.0,3.0,14
2025-01-25,STORE-02,PRODUCT-001,beverages,3.49,3.45,0,0,369.0,3.0,68
2025-01-25,STORE-02,PRODUCT-002,beverages,5.99,5.94,0,0,228.0,3.0,34
2025-01-25,STORE-02,PRODUCT-003,snacks,2.99,2.47,1,0,371.0,3.0,80
2025-01-25,STORE-02,PRODUCT-004,snacks,4.49,4.45,0,0,173.0,3.0,31
2025-01-25,STORE-02,PRODUCT-005,household,8.99,9.14,0,0,140.0,3.0,9
2025-01-25,STORE-02,PRODUCT-006,household,12.99,13.03,0,0,100.0,3.0,10
2025-01-25,STORE-03,PRODUCT-001,beverages,3.49,3.49,0,0,320.0,3.0,84
2025-01-25,STORE-03,PRODUCT-002,beverages,5.99,5.96,0,0,213.0,3.0,48
2025-01-25,STORE-03,PRODUCT-003,snacks,2.99,3.04,0,0,374.0,3.0,34
